,tweet_id,user,text,date,retweets,replies,likes,quotes,has_viz
31,1407080936118919176,CDCGov,"As of June 21, 2021, more than 177.3 million people had received at least one dose of a #COVID19 vaccine. Of those, more than 150 million are fully vaccinated. If you’re fully vaccinated, you can do things you stopped doing because of the pandemic. More: https://t.co/zYLe3H12re. https://t.co/ISDzV8UUVd",06/21/2021 21:00:12,134,76,302,22,True
32,1407022019665879042,CDCGov,"If you have an underlying health condition or take a medication that weakens your immune system, talk with your healthcare provider about whether you should continue taking precautions against #COVID19 after you’re fully vaccinated. More: https://t.co/FJMon7WlFO. https://t.co/5wAVrs82bo",06/21/2021 17:06:05,105,20,160,7,True
33,1407005767241068547,CDCGov,"The weekly #COVID19 vaccination rate was lower among younger adults and has slowed for all ages in recent weeks. Efforts are needed to improve vaccination coverage for all ages, especially groups with lower uptake, such as younger adults. More @CDCMMWR: https://t.co/a5CwSoo3Qv.",06/21/2021 16:01:30,22,29,40,13,False
34,1407005764904947713,CDCGov,"A new @CDCMMWR finds that by May 22, 2021, 57% of people 18 and older had received 1 or more #COVID19 vaccine doses. Vaccination coverage was highest among those 65 and older (80%) and lowest among those 18–29 (38%). Learn more: https://t.co/a5CwSo6sYX. https://t.co/nknYVGZeW4",06/21/2021 16:01:29,51,25,99,5,True
35,1406992821433913345,CDCGov,A new @CDCMWMR examines whether adults 18–39 surveyed March–May intended to get a #COVID19 vaccine. Vaccine side effects &amp; safety remained common concerns for people unsure about getting vaccinated &amp; more information could help persuade them to be. More: https://t.co/dmyIjJIuT6. https://t.co/WaMT3dv3dV,06/21/2021 15:10:03,30,16,60,4,True
36,1406986528862183430,CDCGov,"Join today’s CDC #COVID19 Partner Update Call, “A Call to Action: Mobilizing America to Vaccinate Against COVID-19,” at 3:00 pm EDT.

Retweet and Register: https://t.co/px0Roa4es6. https://t.co/Oi3enyUWgl",06/21/2021 14:45:03,27,11,79,3,True
37,1405964538319708160,CDCGov,You can use CDC’s Nowcast to predict variants of the virus that causes #COVID19 in the United States. Use this data tool to see the estimated proportions of different variants in each region: https://t.co/Oymzenmv0N. https://t.co/XcIOM5LzwJ,06/18/2021 19:04:02,109,47,164,20,True
38,1405933840254881804,CDCGov,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",06/18/2021 17:02:03,197,198,289,120,True
39,1405890435403423750,CDCGov,"RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…",06/18/2021 14:09:34,408,0,0,0,False
40,1405640864945393673,CDCGov,"If you are not fully vaccinated against #COVID19, celebrate with people who live with you, have a virtual meal with family, or host an outdoor event. More: https://t.co/PamSx6NqyB. https://t.co/mJ1YzjhU8W",06/17/2021 21:37:52,30,506,79,105,True
41,1405640861694652417,CDCGov,Father’s Day is a special time for many families. People who are fully vaccinated against #COVID19 can celebrate the day inside or outside without wearing masks and staying 6 feet apart. Learn more: https://t.co/FC2Js66xnt. https://t.co/DaJFjDs2jn,06/17/2021 21:37:51,87,1187,184,354,True
42,1405631423483203587,CDCGov,"As of June 14, national forecasts predict 700–1,900 new #COVID19 hospitalizations will likely be reported on July 12. More: https://t.co/Xys80ZGlxV. https://t.co/MMuKoVciuz",06/17/2021 21:00:21,14,14,33,1,True
43,1405631420517728257,CDCGov,"As of June 14, national forecasts predict 600–3,600 new #COVID19 deaths will be reported during the week ending July 10. That would bring the projected total number of U.S. deaths to 604,000–613,000. More: https://t.co/rcqjOX3Ypl. https://t.co/YgrCWWWPQF",06/17/2021 21:00:20,20,19,33,3,True
44,1405631417762160648,CDCGov,"As of June 14, national forecasts predict 18,000–140,000 new #COVID19 cases will likely be reported during the week ending July 10. More: https://t.co/7AP4I3S9PU. https://t.co/9VYHBJcBFl",06/17/2021 21:00:20,39,134,91,57,True
45,1405620010043772931,CDCGov,"Millions of people, including pregnant people, have safely received #COVID19 vaccines. Pregnant people are more likely to get severely ill from COVID-19, &amp; pregnant people with COVID-19 are more likely to have preterm births &amp; other complications. More: https://t.co/pBVlI6STf8. https://t.co/GQAsNa51M4",06/17/2021 20:15:00,105,35,174,13,True
46,1405601210967658504,CDCGov,"Recent real-world studies show full vaccination w/ an mRNA vaccine (14 days after 2nd dose) reduces risk of #COVID19 illness &amp; hospitalization by more than 90%. Get a COVID-19 vaccine as soon as you can, &amp; if you get an mRNA vaccine, get both doses. https://t.co/mcYekFn2OH https://t.co/CPxmdvGsUO",06/17/2021 19:00:18,134,50,307,11,True
47,1405583779113144321,CDCGov,"New @CDCMMWR finds that 7 in 10 parents and unpaid caregivers of adults reported mental health concerns like depression, anxiety, trauma, stress, and suicidal thoughts during the #COVID19 pandemic. More: https://t.co/3XVW3yGB0P. https://t.co/epFd0TiRP6",06/17/2021 17:51:02,44,13,90,9,True
48,1405583462598332420,CDCGov,"RT @HHSGov: Being a dad is one of the most rewarding responsibilities. This Father’s Day, take time to inform yourself about #COVID19 vacci…",06/17/2021 17:49:46,35,0,0,0,False
49,1405573468452802561,CDCGov,"#COVID19 vaccines are effective but it typically takes 2 weeks for your body to build protection after vaccination. 

This means people can get COVID-19 if they are exposed just before or after they’re vaccinated. 

More: https://t.co/2D9mqWljgK. https://t.co/IfGG0KhPZQ",06/17/2021 17:10:03,119,47,209,26,True
50,1405548323570868225,CDCGov,"Parents: Taking your child to get their #COVID19 vaccine? Use the 15-minute observation period right after vaccination to enroll them in v-safe, a smartphone-based tool. With v-safe, you can tell CDC if your child has any side effects. More: https://t.co/S4ZmF2foa9. https://t.co/LmVMtL4Gyv",06/17/2021 15:30:08,42,30,87,4,True
51,1405540867541114881,CDCGov,"#HCPs: Attend today’s COCA Call: Evaluating and Caring for Patients with Post-COVID Conditions, at 2pm EDT. Learn more: https://t.co/zJRuSps99i. #COVID19 https://t.co/jD9G0biWw3",06/17/2021 15:00:31,18,5,44,1,True
52,1405510050421035008,CDCGov,"RT @CDCGlobal: Amid the #COVID19 pandemic, @AfricaCDC and countries around the world rely on the technical expertise of CDC and National Pu…",06/17/2021 12:58:03,56,0,0,0,False
53,1405269003052871682,CDCGov,"#COVID19 cases are continuing to decrease in most parts of the United States.

The 7-day average of daily new cases is 12,192, down 15.8% from the previous week. Get vaccinated as soon as you can. More data: https://t.co/gp6X4zBMdj. https://t.co/golUw7SOJQ",06/16/2021 21:00:13,111,38,280,16,True
54,1405253915512348680,CDCGov,"🧪 COVID-19 Science Update:
 
Read the latest #COVID19 research on vaccine effectiveness against variants of concern, post-vaccination myocarditis in adolescents, and more.
 
👓 Read the full update: https://t.co/wdsNweJdNU. https://t.co/2z6SvxMynX",06/16/2021 20:00:16,68,21,112,4,True
55,1405246323419459587,CDCGov,Real-world data on mRNA #COVID19 vaccines show two doses offer better protection than one. Follow up for your second dose to get the most benefit. Learn more: https://t.co/mcYekFn2OH. https://t.co/HvCVDOes96,06/16/2021 19:30:06,74,25,146,4,True
56,1405240022886977536,CDCGov,"#COVID19 may be new, but the COVID-19 vaccines are built on trusted work that goes back decades.  
COVID-19 vaccines are safe and effective. Get vaccinated as soon as you can. Learn more: https://t.co/2MAK2FwZ91. https://t.co/p5gN2X0WP0",06/16/2021 19:05:04,430,436,789,182,True
57,1405212353331879945,CDCGov,"Join CDC’s #COVID19 Partner Update Call, A Call to Action: Mobilizing America to Vaccinate Against COVID-19, Monday, June 21, at 3:00 pm EDT, for info on the latest vaccination efforts, and updates on travel guidance and post-COVID conditions.

Register: https://t.co/px0Roa4es6. https://t.co/n01mVtRAnI",06/16/2021 17:15:07,35,10,75,2,True
58,1405197264784707586,CDCGov,"When you receive a #COVID19 vaccine, it’s important to know when you are fully vaccinated. It’s not instant. COVID-19 vaccines teach our immune systems how to recognize and fight the virus that causes COVID-19. 
Learn more: https://t.co/FJMon7WlFO. https://t.co/Cr5i9wcfRb",06/16/2021 16:15:09,212,45,336,24,True
59,1405185954156105730,CDCGov,"#HCPs: Attend the next COCA Call, Thursday, June 17, at 2pm EDT. Topic: Evaluating and Caring for Patients with Post-COVID Conditions. More: https://t.co/zJRuSpayhK. #COVID19 https://t.co/K7lqKur6s0",06/16/2021 15:30:13,24,9,47,1,True
60,1404921707375349761,CDCGov,"CDC’s Nowcast is a data projection tool that provides estimates of the continuously changing proportion of different variants of the virus that causes #COVID19 in the United States. 
Learn more: https://t.co/Oymzenmv0N. https://t.co/IEghV59OkP",06/15/2021 22:00:11,66,41,150,11,True
