,tweet_id,user,text,date,retweets,replies,likes,quotes,has_viz
10,1486368433583362055,CDCGov,"Is it time for your #COVID19 booster?

Everyone ages 12 years and older should get a booster shot as soon as they’re eligible to be better protected against COVID-19, especially severe illness, hospitalization, and death. 

Find your booster today: https://t.co/2akIUZ14Rd. https://t.co/XlUvmKO8vU",01/26/2022 16:00:24,174,184,331,24,True
11,1486094029964120070,CDCGov,"People who had #COVID19 can have lasting health problems like fatigue, loss of smell or taste, &amp; shortness of breath. These symptoms can impact your quality of life &amp; last 4 weeks or longer.

Stay up to date with your COVID-19 vaccines to protect yourself: https://t.co/009bOerScg https://t.co/5LIA1hZxMn",01/25/2022 21:50:01,151,111,261,20,True
12,1486081471987261442,CDCGov,"School leaders: Regular testing helps keep #COVID19 from spreading. See our toolkit for talking points, FAQs, and graphics to help communicate the importance of regular testing at school. https://t.co/ZSDPe2w4ZQ https://t.co/00Hu1l5Wzh",01/25/2022 21:00:07,62,29,141,10,True
13,1486058801962827777,CDCGov,Help slow #COVID19 spread and decrease strain on hospitals: get vaccinated &amp; boosted when eligible and wear a mask in public settings. https://t.co/aSJ8sto0FM.,01/25/2022 19:30:02,88,84,191,5,False
14,1486058795747147776,CDCGov,"New @CDCMMWR finds in Jan. 2022, despite #COVID19 cases &amp; hospitalizations the highest of the pandemic w/ Omicron variant circulating, the percentage with severe COVID-19 outcomes appears lower than during other high spread periods. More: https://t.co/aSJ8stoyvk. https://t.co/t3IbAL0LOU",01/25/2022 19:30:01,160,86,278,15,True
15,1486038676924739586,CDCGov,"Vaccination helps protect children from severe illness, hospitalization, and death from #COVID19.

CDC recommends everyone ages 5 years and older get a COVID-19 vaccine and everyone ages 12 and older get a booster when eligible. 

Find a vaccine near you: https://t.co/xbvNiaVJKV. https://t.co/udPyFydVQy",01/25/2022 18:10:04,214,196,387,44,True
16,1486021122089005058,CDCGov,"Data continue to show that #COVID19 vaccines are safe &amp; effective. Everyone ages 5 years and older should get vaccinated against COVID-19 as soon as they can. Everyone ages 12 years and older should get a booster shot when eligible.

Find your vaccine: https://t.co/xbvNiaVJKV. https://t.co/LL93vVenFl",01/25/2022 17:00:19,280,422,478,43,True
17,1485734180038262788,CDCGov,"As of Jan. 24, 2022, 251 million people have received at least one dose of a #COVID19 vaccine. Of those, 210.5 million are fully vaccinated. More than 84.3 million people have received a COVID-19 booster dose. 
Make a vaccination appointment today. More: https://t.co/xbvNiaVJKV. https://t.co/DGPV2ANbdC",01/24/2022 22:00:06,228,165,439,27,True
18,1485672504027152384,CDCGov,"Get your COVID-19 booster shot as soon as you’re eligible for better protection against COVID-19, especially severe illness, hospitalization, and death. 

More about boosters: https://t.co/77CTFuKd2m. https://t.co/TRrAGhzXXK",01/24/2022 17:55:02,291,183,483,33,True
19,1485300545413783554,CDCGov,"All masks help prevent the spread of #COVID19 when worn consistently and correctly. Choose a mask with the best fit, protection, and comfort for you. More: https://t.co/qaFMqu2rPo.",01/23/2022 17:17:00,273,2991,560,686,False
20,1484918847098560523,CDCGov,"As of Jan 20, 2022, 209 million people have received their primary series of a #COVID19 vaccine &amp; more than 82 million people have also gotten their booster. Getting vaccinated &amp; boosted is our best defense against severe outcomes from COVID-19. More: https://t.co/F4bAyObDp1. https://t.co/ZvCB300i5Q",01/22/2022 16:00:16,162,207,427,20,True
21,1484643222286651393,CDCGov,"#DYK? CDC’s COVID Data Tracker allows you to view trends in disease severity among hospitalized #COVID19 patients. Explore trends in ICU admissions, mechanical ventilation use, and deaths broken down by age group, sex, and race/ethnicity. Learn more: https://t.co/xZlVaPPdDQ. https://t.co/eILmpmvDu6",01/21/2022 21:45:02,47,35,108,7,True
22,1484616791003320321,CDCGov,"Any mask is better than no mask.

Help protect yourself and others and prevent the spread of #COVID19 by choosing a mask with the best fit, protection, and comfort for you. More: https://t.co/qaFMqu2rPo.",01/21/2022 20:00:00,144,118,278,35,False
23,1484602295916638209,CDCGov,"For more information on staying up to date on #COVID19 vaccination, visit: https://t.co/009bOerScg.",01/21/2022 19:02:24,23,19,52,1,False
24,1484601785574637570,CDCGov,An analysis of adults with #COVID19-like illness during both the #Delta &amp; #Omicron periods found a 3rd mRNA vaccine dose was highly effective at preventing COVID-19-associated emergency department/urgent care visits and hospitalizations. Learn more https://t.co/i0NbsCPwxZ. https://t.co/qnSuUY0ciV,01/21/2022 19:00:22,286,175,703,31,True
25,1484589124392828934,CDCGov,"New @CDCMMWR found when #Omicron first began circulating, adults who got a #COVID19 booster dose had 5x the protection against infection compared w/ adults who were not vaccinated. All eligible people should stay up to date w/ COVID-19 vaccination. More: https://t.co/kDgAdWsPpx. https://t.co/LKCfJRjf6P",01/21/2022 18:10:04,205,151,424,33,True
26,1484556395471065092,CDCGov,Parents &amp; Caregivers: Children and teens ages 5 years &amp; up should get a #COVID19 vaccine. Knowing what to expect can help make vaccination appointments easier for you and your child. For more information: https://t.co/oV6NgGGUSb. https://t.co/obECqoVJ7v,01/21/2022 16:00:01,76,37,133,5,True
27,1484277054162055175,CDCGov,"Rates of #COVID19 cases are high &amp; continuing to increase in many parts of the U.S. The 7-day average of daily new cases is 744,616, a 5% decrease from the previous week.
Get vaccinated as soon as you can &amp; get a booster shot when you're eligible.
More: https://t.co/NxsP3CEhdF. https://t.co/kzy0YIzPKj",01/20/2022 21:30:00,170,177,328,27,True
28,1484254407365738505,CDCGov,"#COVID19 vaccines do not create or cause variants of the virus that causes COVID-19. As the virus spreads, it has more opportunities to change. COVID-19 vaccines &amp; boosters reduce the spread of the virus &amp; help prevent new variants from emerging. 
More: https://t.co/c3T9VAF5Ce. https://t.co/94ElH71tY3",01/20/2022 20:00:01,132,111,260,15,True
29,1484251424380829703,CDCGov,"New @CDCMMWR highlights the first wastewater surveillance programs to detect the #Omicron variant of the virus that causes #COVID19 in community wastewater (sewage). This method, with other surveillance efforts, can help detect COVID-19 spread. More: https://t.co/AUl2L2Lb8q. https://t.co/lQqFek2IJv",01/20/2022 19:48:10,97,64,244,18,True
30,1483922262218706952,CDCGov,"As of January 17, 2022, national forecasts predict 9,800–35,700 new #COVID19 deaths will likely be reported during the week ending February 12. More: https://t.co/Jd1A2bjmoy. https://t.co/dwWWtLgxdK",01/19/2022 22:00:11,41,35,68,7,True
31,1483922257600823303,CDCGov,"As of January 17, 2022, national forecasts predict 9,600–36,900 new #COVID19 hospitalizations will likely be reported on February 11. More: https://t.co/Q5hOkQw7H0. https://t.co/019XowNEHm",01/19/2022 22:00:10,66,57,120,12,True
32,1483910142345236483,CDCGov,DYK? New CDC study found adolescents w/ 2 doses of Pfizer-BioNTech vaccine are significantly protected from #COVID19 hospitalization &amp; severe illness. Vaccination prevented nearly all life-threatening COVID-19 illness among US adolescents. Find vaccines at https://t.co/2akIUZ14Rd https://t.co/R2fAs7P2HU,01/19/2022 21:12:02,92,78,174,10,True
33,1483895804482011138,CDCGov,"CDC is monitoring the spread of Omicron, a variant of the virus that causes #COVID19. Omicron is increasing across the country &amp; is currently projected as the dominant variant in the U.S. Track Omicron &amp; other variants on CDC’s COVID Data Tracker: https://t.co/8x4EqpiRpT. https://t.co/iJVs2S0r1l",01/19/2022 20:15:03,202,128,362,23,True
34,1483881947969556480,CDCGov,"No matter what your reason is for getting a #COVID19 vaccine or booster, you’re playing a key part in ending this pandemic.

#WhatsYourWhy?

Share your why with your friends and help them find a vaccine or booster today: https://t.co/2akIUZ14Rd https://t.co/3Wn7EFNFqc",01/19/2022 19:20:00,88,83,191,16,True
35,1483846832962818052,CDCGov,"Almost 42% of people over the age of 18 have received their #COVID19 booster shot. 

Get your booster as soon as you’re eligible to help protect yourself and your loved ones from COVID-19.

Schedule your appointment today: https://t.co/2akIUZ14Rd. https://t.co/5WtpM238EK",01/19/2022 17:00:28,139,117,340,18,True
36,1483831720164175872,CDCGov,"#COVID19 vaccine protection lessens over time. Get your COVID-19 booster to increase your protection from COVID-19, including the #Omicron variant.

Find your booster: https://t.co/xbvNiaVJKV. https://t.co/7HOSPKMHYr",01/19/2022 16:00:25,266,183,416,32,True
37,1483559866853691396,CDCGov,"As of Jan. 18, 2022, 249.4 million people have received at least one dose of a #COVID19 vaccine. Of those, 209.3 million are fully vaccinated. More than 81 million people have received a COVID-19 booster dose. 
Make a vaccination appointment today. More: https://t.co/2akIUZ14Rd https://t.co/ifg9S45aOa",01/18/2022 22:00:10,193,167,406,21,True
38,1483538692060979204,CDCGov,"Everyone ages 5 years &amp; up can get a free #COVID19 vaccine and anyone ages 12 years &amp; up can get a free booster, regardless of insurance or immigration status. 

The federal government provides COVID-19 vaccinations at no cost. 

More: https://t.co/LZsHT0nCRN. https://t.co/2zDEamKh1p",01/18/2022 20:36:01,139,79,256,18,True
39,1483498431465377801,CDCGov,"Did you lose or damage your #COVID19 vaccine card? 

Contact your vaccine provider to see if they can give you a new copy. If they can’t, contact your state health department’s immunization program to see if they can help. More: https://t.co/bBUIhvujOw. https://t.co/VJof0SfLvI",01/18/2022 17:56:02,228,72,271,23,True
40,1483134781906997248,CDCGov,"#Parents &amp; #Caregivers: All kids and teens ages 12 years and up should get a free #COVID19 booster shot.

Children ages 5–17 years old with a weakened immune system should get an additional primary dose of COVID-19 vaccine.

More: https://t.co/77CTFuJFcO. https://t.co/KW5pCxhqnc",01/17/2022 17:51:01,271,223,465,43,True
41,1483116918001348617,CDCGov,"Time for a boost! Getting your COVID-19 booster shot means more protection from getting &amp; spreading #COVID19. 

Find your booster: https://t.co/xbvNiaVJKV. https://t.co/HJIGDVEyaP",01/17/2022 16:40:02,316,284,581,41,True
42,1482387858547744769,CDCGov,"#COVID19 cases &amp; hospitalizations are on the rise across the United States, including among kids and teens. Parents, guardians, &amp; people who care for and are around kids can protect them by wearing well-fitting masks &amp; getting vaccinated and boosted. More: https://t.co/F4bAyObDp1 https://t.co/wXyFNMn7Sd",01/15/2022 16:23:01,204,280,363,25,True
43,1482128870287544324,CDCGov,"Masks + vaccines + boosters = best protection against #Omicron.

When you wear a mask, you help protect yourself &amp; others from #COVID19. Choose a mask with the best fit, protection, and comfort for you. More: https://t.co/qaFMqtKQXQ. https://t.co/GdSUCbERDK",01/14/2022 23:13:53,1029,602,1782,299,True
44,1482113019920498691,CDCGov,Young children are at risk for severe #COVID19. COVID-NET data show rates of COVID-19-associated hospitalizations in children ages 4 years &amp; younger are rising rapidly. Getting vaccinated can help protect children who aren't eligible for vaccination. More: https://t.co/qpYN3dSJL8 https://t.co/4rRfdMCzQL,01/14/2022 22:10:54,406,259,551,78,True
45,1482110548741431303,CDCGov,"View information about COVID-19 vaccination, including booster doses, on CDC’s COVID Data Tracker: https://t.co/bk4Numz6Zz.",01/14/2022 22:01:05,43,30,72,2,False
46,1482110309473136642,CDCGov,"As of January 13, 2022, more than 78 million people in the U.S. have received a #COVID19 booster dose, but 54% of people eligible for a booster dose have yet to get theirs. Everyone ages 12+ is eligible for a free booster dose. Get yours today: https://t.co/2akIUZ14Rd. https://t.co/y3sxbCOFng",01/14/2022 22:00:08,149,133,283,24,True
47,1482019786154516481,CDCGov,UPDATED: CDC updated booster recommendations for people who received an mRNA #COVID19 vaccine primary series (either Pfizer-BioNTech or Moderna). See what you need to know about COVID-19 booster shots. More: https://t.co/77CTFuJFcO. https://t.co/3R7SSe6o0b,01/14/2022 16:00:26,165,128,288,25,True
48,1481747931946487809,CDCGov,"Rates of #COVID19 cases remain high &amp; are rising rapidly in many parts of the U.S. The 7-day average of daily new cases is 782,766, a 33.2% increase from the previous week.

Get vaccinated as soon as you can &amp; get a booster shot when you're eligible.
More: https://t.co/FeTyQ7VQeP https://t.co/nTbzyqPB5g",01/13/2022 22:00:11,271,210,484,60,True
49,1481707627008692224,CDCGov,"The San Antonio Metro Health District works to meet people where they are by establishing mobile #COVID19 vaccination clinics to help reach communities with low vaccination rates. 
More: https://t.co/ZhCJrqjXV1. https://t.co/wSyzA7jIwj",01/13/2022 19:20:01,49,38,113,5,True
50,1481689759101726725,CDCGov,#HCPs: People experiencing incarceration and people experiencing homelessness are at higher risk of getting #COVID19 and may be under your care. A new study looks at the patterns of hospitalization among these groups. More: https://t.co/uHkFTNZaGt. https://t.co/WSfMwRVojk,01/13/2022 18:09:01,45,31,90,5,True
51,1481669882785800194,CDCGov,#HCPs: Attend today’s COCA Call from 2–3 p.m. EST: Updates to CDC’s #COVID19 Quarantine and Isolation Guidelines in Healthcare and Non-healthcare Settings. Learn more: https://t.co/eE6YgkhgdB. https://t.co/tys8hKjmJI,01/13/2022 16:50:02,33,34,64,5,True
52,1481382819427463182,CDCGov,"As of January 10, 2022, national forecasts predict 10,400–31,000 new #COVID19 deaths will likely be reported during the week ending February 5, 2022. More: https://t.co/rcqjOX3Ypl. https://t.co/ur3T27nvSg",01/12/2022 21:49:21,53,37,76,10,True
53,1481382815191207941,CDCGov,"As of January 10, 2022, national forecasts predict 17,900–48,000 new #COVID19 hospitalizations will likely be reported on February 4, 2022. More: https://t.co/Xys80ZGlxV. https://t.co/t7O0baDFMd",01/12/2022 21:49:20,117,94,165,16,True
54,1481366875506286593,CDCGov,Don’t let your fear of needles keep you and those close to you from the protection a #COVID19 vaccine offers. Here’s a list of actions you can take to manage your fear:  https://t.co/4IwnsIyzrD.,01/12/2022 20:46:00,143,105,206,19,False
55,1481349264731258883,CDCGov,UPDATED: CDC updated booster recommendations for people who received an mRNA #COVID19 vaccine primary series (either Pfizer-BioNTech or Moderna). See what you need to know about COVID-19 booster shots. More: https://t.co/77CTFuJFcO. https://t.co/NfxmpEwXGJ,01/12/2022 19:36:01,198,139,374,27,True
56,1481333160218669056,CDCGov,"Everyone ages 5+ years is eligible for a free #COVID19 vaccine, and everyone 12+ years is eligible for a free COVID-19 booster. 

COVID-19 vaccines are safe and effective at helping protect against COVID-19, especially severe disease and death.

More: https://t.co/bKmffmNh7o. https://t.co/QganBSItQR",01/12/2022 18:32:01,242,249,453,17,True
57,1481310760982745089,CDCGov,#HCPs: Attend today’s COCA Call from 2–3 p.m. EST: What Clinicians Need to Know About the New Oral Antiviral Medications for #COVID19. Learn more: https://t.co/hhh81mlTEg. https://t.co/yPmzbIb0Ff,01/12/2022 17:03:01,34,21,69,1,True
58,1481007402656874504,CDCGov,RT @CDCHealthEquity: CDC and @NIHB1 developed #COVID19 vaccine education materials from success stories within Tribal communities to improv…,01/11/2022 20:57:35,60,0,0,0,False
59,1480980587599081472,CDCGov,#HCPs: Talk with your patients about signing up for v-safe during their #COVID19 vaccination. Encourage parents to register their children during the 15-minute observation period after their shot. For more information: https://t.co/otDxdG64ws. https://t.co/hCb2Ry4aSw,01/11/2022 19:11:02,43,49,90,5,True
60,1480932605029715968,CDCGov,"#Parents: It’s a fact! COVID-19 vaccination helps keep kids from getting seriously sick even if they do get #COVID19.  
 
Learn 9 other important facts about COVID-19 vaccines for children ages 5 years old and up: https://t.co/QlYE8Zd5zM. https://t.co/6ib37tucde",01/11/2022 16:00:22,241,148,427,30,True
61,1480920186911870991,CDCGov,"#Parents &amp; #Caregivers: All kids and teens ages 12 years and up should get a free #COVID19 booster shot.

Children ages 5–17 years old with a weakened immune system should get an additional primary dose of COVID-19 vaccine.

More: https://t.co/77CTFuJFcO. https://t.co/nhpiZrjoc1",01/11/2022 15:11:01,251,132,403,26,True
62,1480659473324670980,CDCGov,UPDATED: CDC updated booster recommendations for people who received an mRNA #COVID19 vaccine primary series (either Pfizer-BioNTech or Moderna). See what you need to know about COVID-19 booster shots. More: https://t.co/77CTFv1g4m. https://t.co/N1GYiiL0ZC,01/10/2022 21:55:02,336,227,560,36,True
63,1480649702215401478,CDCGov,"As of Jan. 10, 2022, 247.1 million people have received at least one dose of a #COVID19 vaccine. Of those, 207.8 million are fully vaccinated. More than 75.8 million people have received a COVID-19 booster dose. 
Make a vaccination appointment today. More: https://t.co/zYLe3H12re https://t.co/QwXbmFpBJa",01/10/2022 21:16:12,182,134,375,11,True
64,1479573732976959493,CDCGov,Subscribe to get CDC’s COVID Data Tracker Weekly Review sent to your inbox every Friday: https://t.co/m5w5IKMJIv.,01/07/2022 22:00:41,22,32,50,1,False
65,1479573592186699778,CDCGov,#COVID19 cases and hospitalizations are rapidly increasing across the U.S. CDC recently updated its quarantine and isolation recommendations for people who have COVID-19 or have been exposed. Learn more in the COVID Data Tracker Weekly Review: https://t.co/F4bAyObDp1. https://t.co/oaHOTTOTvP,01/07/2022 22:00:08,75,137,156,13,True
66,1479561483948339208,CDCGov,"Rates of #COVID19 cases remain high &amp; are rising rapidly in many parts of the U.S. The 7-day average of daily new cases is 586,391, an 85.7% increase from the previous week.
Get vaccinated as soon as you can &amp; get a booster shot when you're eligible.
More: https://t.co/FeTyQ7VQeP https://t.co/XpfJu8jdzG",01/07/2022 21:12:01,370,275,629,62,True
