,tweet_id,user,text,date,retweets,replies,likes,quotes,has_viz
20,1385692208876212225,CDCGov,"As of April 22, 2021, more than one-third of people in the U.S. 18+ are fully vaccinated. Now, all people 16+ are eligible for a #COVID19 vaccine. Getting a vaccine will help protect you, help protect others, and help end the pandemic. Read more: https://t.co/F4bAyObDp1. https://t.co/xIcdFBok3i",04/23/2021 20:29:02,220,61,479,28,True
21,1385677380849737731,CDCGov,"As more people get #COVID19 vaccinations, recent COVID-NET data show adults over 65 years now make up less than a third of all COVID-19-associated hospitalizations - down from more than half at the beginning of the year. Get vaccinated when you can. More: https://t.co/dTvhftTxuV https://t.co/3y1t2YXI8m",04/23/2021 19:30:06,131,23,316,9,True
22,1385665017027219456,CDCGov,"#WeCanDoThis! By getting vaccinated against #COVID19 as soon as we can, we bring our nation one step closer to stopping the COVID-19 pandemic. Let’s #SleeveUp and do our part. Find a COVID-19 vaccine provider near you: https://t.co/6RIBRCJpZu. https://t.co/lR7YJWKpZi",04/23/2021 18:40:59,126,46,276,16,True
23,1385639700459933702,CDCGov,"CDC has classified SARS-CoV-2 variant B.1.526.1 as a variant of interest. Some treatments for #COVID19 have shown to be less effective for this variant, but current vaccines are still anticipated to reduce the risk of severe illness.

Learn more: https://t.co/yl5AuKBhdt. https://t.co/zMVdI5EIxy",04/23/2021 17:00:23,252,60,436,23,True
24,1385611937904480262,CDCGov,"In a new @CDCMMWR, possible COVID-19-related symptom visits were common 1-6 months after diagnosis among adults with #COVID19 who didn’t require a hospital stay. Patients &amp; clinicians should be aware of the potential for post-COVID conditions. More: https://t.co/Z1jBzuGrFg. https://t.co/YM5pEPamJG",04/23/2021 15:10:04,139,9,180,25,True
25,1385337629735104514,CDCGov,"As of April 19, national forecasts predict 2,200–8,200 new #COVID19 hospitalizations will likely be reported on May 17. More: https://t.co/Xys80ZGlxV. https://t.co/c4YaucwaNd",04/22/2021 21:00:03,23,7,46,2,True
26,1385337626358657025,CDCGov,"As of April 19, national forecasts predict 2,100–8,800 new #COVID19 deaths will be reported during the week ending May 15. That would bring the projected total number of U.S. deaths to 579,000–596,000. More: https://t.co/rcqjOX3Ypl. https://t.co/NrtmJkcjfy",04/22/2021 21:00:03,40,8,47,3,True
27,1385337621837197317,CDCGov,"As of April 19, national forecasts predict 249,000–724,000 new #COVID19 cases will likely be reported during the week ending May 15. More: https://t.co/7AP4I3S9PU. https://t.co/zRJcE5mjDq",04/22/2021 21:00:02,86,34,123,11,True
28,1385334620300972036,CDCGov,"The Advisory Committee on Immunization Practices (ACIP) plays a role in vaccine safety monitoring, including #COVID19 vaccines. ACIP’s 15 members review many aspects of vaccines, like safety &amp; effectiveness. Learn more about ACIP: https://t.co/bHCGKohsRS. https://t.co/jS4fiGuwBW",04/22/2021 20:48:06,50,12,84,5,True
29,1385322782364479490,CDCGov,School administrators: CDC has released updated guidance that can help in planning for and implementing #COVID19 case investigation and contact tracing in K-12 schools and institutions of higher education. Learn more: https://t.co/1v22PrPeYj. https://t.co/CGs7zP8rPa,04/22/2021 20:01:04,161,52,261,9,True
30,1385310195052646400,CDCGov,"If you have symptoms of COVID-19 or if you could have been exposed to someone with #COVID19, consider getting tested. 

For testing locations near you, visit your health department website or the HHS Community-Based Testing webpage: https://t.co/8Yx3XcHCLM. https://t.co/G3iM19WWor",04/22/2021 19:11:02,70,15,132,7,True
31,1385296613011345408,CDCGov,A new @CDCMMWR finds nearly 400 #COVID19 cases occurred among incarcerated people at Idaho correctional facilities with work-release programs. Correctional facilities with work release programs should consider steps to reduce COVID-19 spread. More: https://t.co/glFkrxAS5M. https://t.co/1fitN0u5BN,04/22/2021 18:17:04,26,11,67,1,True
32,1385279752907407368,CDCGov,"Alaska’s testing and quarantine requirements for air travelers, started in June 2020, may have limited #COVID19 brought into the state and contributed to the state’s low case numbers last summer. Learn more: https://t.co/Sl5vW94N6E. https://t.co/8JfeC2e6QX",04/22/2021 17:10:05,55,20,208,9,True
33,1384972969945010179,CDCGov,"Nearly 60% of U.S. states and territories are reporting high rates of #COVID19. Help slow the spread in your community:
😷 Wear a mask. 
↔️ Stay 6 feet apart.
✅ Get vaccinated when it’s available to you.
🚫 Avoid crowds.
More: https://t.co/gp6X4zTnBT. https://t.co/9CqJ1R1Xig",04/21/2021 20:51:02,418,209,655,70,True
34,1384961905081692164,CDCGov,"#DYK? The Federal Retail Pharmacy Program partners with retail pharmacies to expand #COVID19 vaccination at community sites like schools, stadiums, &amp; more. 

Read stories from the field to learn how pharmacies are helping get people vaccinated in the U.S.: https://t.co/Y6SRHCNhUE https://t.co/7FvYiiTRsk",04/21/2021 20:07:04,53,22,112,4,True
35,1384951586628251649,CDCGov,"🧪 COVID-19 Science Update:

Read the latest #COVID19 research on school reopening strategies, spread of virus during church singing, and more.

👓 Read the full update: https://t.co/IF79gP3sVh. https://t.co/fphRulRls0",04/21/2021 19:26:04,61,19,114,6,True
36,1384945542107697152,CDCGov,"Join CDC’s #COVID19 Partner Update Call Monday, April 26, at 3:00 pm EDT, for more information on #diabetes care and prevention during the pandemic.

Retweet and Register: https://t.co/DgcvyJs75q. https://t.co/UG8Pdmarfk",04/21/2021 19:02:02,30,5,72,0,True
37,1384932205080858634,CDCGov,"If you are fully vaccinated against #COVID19, you can start doing some things again, like gathering indoors with other fully vaccinated people without wearing masks. Learn more: https://t.co/FJMon7WlFO. https://t.co/DslBMmrTno",04/21/2021 18:09:03,803,232,1499,119,True
38,1384916613561036801,CDCGov,Did your preteen or teen miss getting their routine meningococcal vaccination? Now is the time to catch them up! Doctors can safely see your child during the COVID-19 pandemic. Talk with your child’s doctor about what’s best for your specific situation. https://t.co/UDfIIuBXHb https://t.co/8fjG3yvebZ,04/21/2021 17:07:05,42,7,84,4,True
39,1384899874789994497,CDCGov,A new @CDCMMWR looking at #COVID19 in a Kentucky skilled nursing facility finds vaccination was 87% effective in preventing infections with symptoms. More: https://t.co/LLSZCIZVQX. https://t.co/cR9veXST6O,04/21/2021 16:00:35,88,17,227,5,True
40,1384887407774949376,CDCGov,"A new @CDCMMWR found #COVID19 vaccination was effective in Chicago skilled nursing facilities. Among vaccinated residents and staff who got COVID-19 after 2 doses of COVID-19 vaccine, most had no symptoms or mild illness. https://t.co/9ALO3mPykl. https://t.co/6JnYoxOUZG",04/21/2021 15:11:02,64,15,176,9,True
41,1384607060722061314,CDCGov,#DYK? CDC’s COVID Data Tracker includes demographic information about people who have received a #COVID19 vaccine. See how many people by age group have been fully vaccinated. Learn more: https://t.co/ZIUYQvbbw7. https://t.co/10H9uFPxoA,04/20/2021 20:37:02,106,47,262,13,True
42,1384596496100831234,CDCGov,"DYK? If you have symptoms or have been exposed to someone with #COVID19, you can get tested for free nationwide.

To find a free testing site, visit your health department website or the HHS Community-Based Testing Sites webpage: https://t.co/sVVD3eFQKN. https://t.co/H1TJC3KWqi",04/20/2021 19:55:03,139,42,231,7,True
43,1384578619796869122,CDCGov,"Health Departments: You play an important role in teaching your community about #COVID19 vaccines.  
 
CDC's new toolkit has tools to help you educate community members about COVID-19 vaccines and address their questions and concerns.  
 
See it here: https://t.co/Uqx5kFiSHK. https://t.co/7qto0vcUHC",04/20/2021 18:44:01,68,13,137,2,True
44,1384574371033923584,CDCGov,"If you are fully vaccinated against #COVID19, you can observe #Ramadan safely with other fully vaccinated people without wearing masks. Learn more about CDC’s recommendations for people fully vaccinated against COVID-19: https://t.co/FJMon7WlFO. https://t.co/RbEmsSkSo3",04/20/2021 18:27:08,40,17,121,6,True
45,1384564771798794240,CDCGov,CDC’s Commander Erin Sauber-Schatz shares how student athletes &amp; everyone else can slow the spread of #COVID19: #WearAMask. Stay at least 6 ft apart. Avoid crowds &amp; poorly ventilated spaces. Wash hands often. Get a vaccine when it's available to you. More: https://t.co/qKkt9oEm7M https://t.co/fLZDZ7XEni,04/20/2021 17:49:00,84,45,174,10,True
46,1384552196709171200,CDCGov,Traveling to a national park for National Park Week? Check Travel Planner for COVID-19-related guidance for your destination and along your route: https://t.co/tPFIxNBBDZ. https://t.co/yRfGMFHAuK,04/20/2021 16:59:02,46,12,141,7,True
47,1384524781479923714,CDCGov,"As of April 13, there have been no reports to VAERS of people having blood clots with low platelets after Pfizer-BioNTech or Moderna COVID-19 vaccination. You can still be vaccinated with these vaccines. Learn about how CDC is ensuring vaccine safety: https://t.co/wQiHut5R32. https://t.co/cXT700JRiS",04/20/2021 15:10:05,87,18,152,7,True
48,1384524772948824066,CDCGov,"The recent pause on Johnson &amp; Johnson’s #COVID19 Vaccine shows that safety monitoring systems, like the Vaccine Adverse Event Reporting System (VAERS), are working. Learn about VAERS: https://t.co/ICtaPJQg89. https://t.co/BwOhjWjVWf",04/20/2021 15:10:03,133,27,290,7,True
49,1384516371946610690,CDCGov,RT @ACLgov: Apr. 21: @WHCOVIDResponse &amp; @CDCgov virtual forum: Breaking Down Barriers for People Who Have Challenges Accessing #COVID19 Vac…,04/20/2021 14:36:40,42,0,0,0,False
50,1384250513831522312,CDCGov,"#COVID19 vaccines are a safe way to build protection.

As of April 19, more than 132.3 million people in the United States had received at least one dose of COVID-19 vaccine. Of those, more than 85.3 million are fully vaccinated. 

More: https://t.co/zYLe3HiDiM. https://t.co/YUyFDU6Prl",04/19/2021 21:00:15,342,102,857,47,True
51,1384239388356321283,CDCGov,"Youth sports administrators &amp; coaches: CDC has a toolkit to protect teams &amp; players and communicate with your community during #COVID19. Find guidance and planning documents, web resources, posters, fact sheets, &amp; more: https://t.co/uBIxxJVQRR. https://t.co/HAQnjnkRQC",04/19/2021 20:16:02,84,37,144,16,True
52,1384208437010001927,CDCGov,"CDC has new recommendations for participants at adult day care &amp; their caregivers. Protect yourself &amp; others from #COVID19. Wear a mask, stay at least 6 feet apart, wash your hands often, &amp; get a #COVID19 vaccine when it’s available to you. More: https://t.co/7LDJJe6mPr. https://t.co/rM0WpvXWy9",04/19/2021 18:13:03,145,66,263,8,True
53,1384193597524701185,CDCGov,"While Johnson &amp; Johnson’s #COVID19 Vaccine remains paused, you can still get the Pfizer-BioNTech or Moderna vaccine.

If you were scheduled to get the J&amp;J vaccine, work with your vaccination provider to reschedule to get a different vaccine.

More: https://t.co/SVTRkAZ7gj. https://t.co/kKbZzsbFa7",04/19/2021 17:14:05,186,61,387,22,True
54,1384180006490832896,CDCGov,"#DYK CDC works with state, territorial, local, and tribal public health experts to provide #COVID19 solutions to advance health equity around the country? Learn more: https://t.co/8HqUGpQvjn. https://t.co/p0tXRhmZZn",04/19/2021 16:20:05,50,9,129,1,True
55,1384165078950322185,CDCGov,"RT @CDCDirector: As of today, all people age 16 and up are eligible for a #COVID19 vaccine. We have real-world data that the COVID-19 vacci…",04/19/2021 15:20:46,508,0,0,0,False
56,1384165064698044429,CDCGov,"RT @CDCDirector: We’re in a complicated stage of the pandemic. Ppl are being vaccinated at an accelerated pace, yet #COVID19 cases &amp; hospit…",04/19/2021 15:20:42,230,0,0,0,False
57,1384165055093116939,CDCGov,"RT @CDCDirector: Getting the #COVID19 vaccine is so much more than a vaccination- it’s a step towards protecting yourself, your loved ones,…",04/19/2021 15:20:40,295,0,0,0,False
58,1384164146703310854,CDCGov,"Join today’s CDC #COVID19 Partner Update Call at 3:00 pm EDT, “When to Clean, When to Disinfect, and What Science Says about SARS-CoV-2 on Surfaces.”

Retweet and Register: https://t.co/ylgfHRxxcH.

#Handwashing https://t.co/peXL68FJ3z",04/19/2021 15:17:03,62,1,88,2,True
59,1383856114282876933,CDCGov,"If you need to use public transportation, take steps to protect yourself and others from #COVID19. Stay up-to-date with information from transit authorities, #WearAMask, avoid touching surfaces, and stay at least 6 feet apart. Learn more: https://t.co/tQ0pQS0qSh. https://t.co/BuCr62zvKE",04/18/2021 18:53:03,247,93,422,24,True
60,1383515357005025283,CDCGov,CDC’s Commander Erin Sauber-Schatz shares how watching people take steps to prevent #COVID19 inspires her. Do your part: #WearAMask. Stay at least 6 ft apart. Avoid crowds &amp; poorly ventilated spaces. Get a vaccine when it's available to you. More: https://t.co/qKkt9oVWZk. https://t.co/FoFQJOaDht,04/17/2021 20:19:00,134,107,334,25,True
61,1383477368757493765,CDCGov,"Talk with your children and co-parent about the importance of healthy behaviors, like wearing a mask and staying 6 feet from others. Share how practicing these habits consistently will help protect everyone from #COVID19. Learn more: https://t.co/DmfPOB7nbu. https://t.co/A9FfLaQEDJ",04/17/2021 17:48:03,160,114,312,23,True
62,1383438876778270729,CDCGov,"Deblina Datta says #COVID19 causes more illness than nearly any other disease she knows. “When I expect this virus to zig, it zags,” she says. As a vaccine expert, Deblina encourages everyone to get a #COVID19 vaccine when it’s available to them. More: https://t.co/aPtPK7PhIh. https://t.co/UKXN5H7WRN",04/17/2021 15:15:05,80,29,219,10,True
63,1383165574268739587,CDCGov,Subscribe to get CDC’s COVID Data Tracker Weekly Review sent to your inbox every Friday: https://t.co/m5w5IKMJIv.,04/16/2021 21:09:05,17,7,48,1,False
64,1383163338184609794,CDCGov,"Despite more Americans being vaccinated every day, #COVID19 cases and hospitalizations are increasing in some parts of the country. Cases are increasing among young people who have not yet been vaccinated. Read more about the state of the pandemic: https://t.co/F4bAyObDp1. https://t.co/Lxoj8hMXil",04/16/2021 21:00:12,195,89,255,29,True
65,1383155757064056834,CDCGov,"Based on COVID-NET data in recent weeks, rates of #COVID19 hospitalizations in adults ages 50–64 have risen faster than other age groups in several states. 

😷 Wear a mask 
↔️ Stay 6 feet from others
✅ Get vaccinated when you can 

Learn more: https://t.co/qpYN3dSJL8 https://t.co/bBGAouK2iR",04/16/2021 20:30:04,254,85,356,16,True
66,1383132843770056704,CDCGov,"#DYK? Risk for severe illness from #COVID19 increases with age, with older adults at highest risk. Help older adults in your family or community by offering to make their vaccination appointment or driving them to get their shot. Learn more: https://t.co/2wiGMEyY8h. https://t.co/wAsle8ZfiI",04/16/2021 18:59:01,80,17,140,5,True
67,1383118566598324226,CDCGov,RT @CDC_AMD: The White House announced $1.7 billion investment through @CDCgov to increase genomic surveillance of SARS-CoV-2. #COVID19 #AM…,04/16/2021 18:02:18,58,0,0,0,False
68,1383116497380200451,CDCGov,"As #COVID19 vaccines roll out, cities are working to make sure people at higher risk for severe illness are getting vaccinated. Learn about Baltimore’s unique approach to distributing COVID-19 vaccines and educating its African American faith community: https://t.co/GQiSip1LKt. https://t.co/l5gPxjRAAc",04/16/2021 17:54:04,67,16,142,7,True
69,1383103907220574210,CDCGov,"#DYK? Older adults are at high risk of getting seriously ill with #COVID19. To help protect them, older adults, their caregivers, and families all need to get vaccinated. Learn how community organizations can help: https://t.co/2rF0CHZcR6. https://t.co/Q7kKeV3T8h",04/16/2021 17:04:02,56,27,131,8,True
70,1383069180484841475,CDCGov,"#Nurses: CDC and Medscape are answering your 5 most common questions about #COVID19 vaccines. 

Feel confident in your decision to get vaccinated and prepare yourself for questions your family, friends, and patients might have. 

More: https://t.co/V43UC042ys. https://t.co/P1r5L6tclI",04/16/2021 14:46:03,64,19,106,5,True
71,1382801902719602690,CDCGov,"As of April 12, national forecasts predict 2,500–9,300 new #COVID19 hospitalizations will likely be reported on May 10. More: https://t.co/Xys80ZGlxV. https://t.co/nicIadXpxH",04/15/2021 21:03:59,32,10,49,0,True
72,1382801899020255234,CDCGov,"As of April 12, national forecasts predict 2,500–10,500 new #COVID19 deaths will be reported during the week ending May 8. That would bring the projected total number of U.S. deaths to 574,000–598,000. More: https://t.co/rcqjOX3Ypl. https://t.co/8ADYpuR8Rh",04/15/2021 21:03:58,38,10,49,4,True
73,1382801895945875461,CDCGov,"As of April 12, national forecasts predict 264,000–850,000 new #COVID19 cases will likely be reported during the week ending May 8. More: https://t.co/7AP4I3S9PU. https://t.co/GRag1VPlO7",04/15/2021 21:03:57,69,30,135,9,True
74,1382779266258108418,CDCGov,A new @CDCMMWR on US emergency department visits during #COVID19 finds a larger proportion of emergency department patients are seeking care for mental and behavioral health-related concerns; https://t.co/8sQ9vNBbRC. https://t.co/0pNLs67lkf,04/15/2021 19:34:02,92,29,162,15,True
75,1382759399702335490,CDCGov,A new @CDCMMWR shows that over half a million more people in the U.S. died than expected during late January 2020 through late February 2021. At least 3 out of 4 of these additional deaths were directly associated with COVID-19. More: https://t.co/KNK2edsfVP. https://t.co/2rlA3gvlKb,04/15/2021 18:15:05,68,24,104,6,True
76,1382743031468732417,CDCGov,A new @CDCMMWR #COVID19 Stats shows that the percentage of overall emergency department visits in the United States for COVID-19 were much higher than for influenza during June 2020 - March 2021. Learn more: https://t.co/JOzMBfNU58. https://t.co/5Tj8H03ZMk,04/15/2021 17:10:03,34,14,90,3,True
77,1382732698226192392,CDCGov,"#HCPs: Attend today’s COCA Call: Johnson &amp; Johnson/Janssen COVID-19 Vaccine and Cerebral Venous Sinus Thrombosis with Thrombocytopenia – Update for Clinicians on Early Detection and Treatment, at 2pm ET. Learn more: https://t.co/Uu0P2QtqIK. https://t.co/yprh8Hc8hS",04/15/2021 16:28:59,48,6,112,6,True
78,1382725521574924293,CDCGov,"We know pausing use of the J&amp;J/Janssen #COVID19 Vaccine is concerning, especially for those who recently got this vaccine. Have questions? Here’s what you need to know: https://t.co/SVTRkBgIET. https://t.co/HyuGZmlIrZ",04/15/2021 16:00:28,110,22,147,6,True
